ParameterValue,flocking index,Gene0_avg,Gene0_std,Gene1_avg,Gene1_std,Gene2_avg,Gene2_std,Gene3_avg,Gene3_std,Gene4_avg,Gene4_std,number_fish
1,0.1352179073703784,0.37007343156462763,0.12196278170308665,0.149980546291012,0.10024295115109104,0.5306178829617861,0.18702961998267723,0.7662687655334779,0.2962459176883846,0.2757849496445222,0.13490639837075025,99
1,0.14556266215526786,0.7244032305961299,0.17991748118580947,0.8145015575056519,0.09115713457459589,0.6276974777016565,0.5581800695872021,0.5198251281214236,0.36967052562880637,0.5412217694541931,0.20798215212876697,100
1,0.14498629008966032,0.623883928338955,0.34059610039554256,0.8648239191500265,0.13401951395955689,0.7793995682181138,0.3417739760790086,0.432729947783748,0.1831964307823036,0.9341379015499441,0.18848860788675795,100
1,0.1336374040355119,0.4913893258745912,0.17799095793083716,0.6866297072951266,0.36656190012684864,0.30853857396479667,0.09966498432629244,0.8165403377510357,0.26171333087618875,0.17953372399304576,0.24689222156040352,99
1,0.14362238153736073,0.6550949153037982,0.10700384685034002,0.5689012322311076,0.32355455176407677,0.2902769572024105,0.23874679215218508,0.5794344273664617,0.2791449990542147,0.7138407045675363,0.4333390916841938,99
1,0.1561336646218857,0.7663201211532057,0.1565271877465762,0.6255004935054299,0.33881928158301927,0.40367491484300416,0.174229547263892,0.5455124782182077,0.21908877647050531,0.28765143434310164,0.34786631470722756,99
1,0.1256530603958212,0.694466145455154,0.20912788429848989,0.6776923499845219,0.2315451061909249,0.47318725489209107,0.26833056312361125,0.315705919414533,0.17031535419691554,0.5519696090794419,0.2114995631736094,99
1,0.1542805382443913,0.6247226409756725,0.17705838119873518,0.5430434261339874,0.2321088581333523,0.34885243114237124,0.22052756417335806,0.40377661506784596,0.11459558619028837,0.31551577642222556,0.18549495609891256,97
1,0.1358045663378715,0.6797309554408241,0.4565724471496034,0.5283071711558793,0.23387680376089406,0.31992300827570885,0.131520245736091,0.46731723433501215,0.13863564683632265,0.37160367469759076,0.26628370338614643,100
1,0.14296748466790993,0.8176926752602106,0.09974978716011511,0.7437500489548599,0.12446691553322556,0.3962726015789303,0.17663518970186196,0.30712392191881843,0.3084138655746285,0.5631103912273897,0.2815742587910154,96
